prompt,output
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Points are primarily scored by advancing the ball into the opposing team's end zone for a touchdown or kicking the ball through the opponent's goalposts for a field goal. Conversation:  Apprentice: watching football is one of my favorite things to do.  Wizard: I'm not a huge fan of American football, or the gridiron.   Apprentice: I really just like watching my local team.",<pad> Apprentice: I like watching my local team. Wizard: I'm not a huge fan
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: They have attracted a wide adult audience as well as younger readers, and are often considered cornerstones of modern young adult literature. Conversation:  Wizard: I love Harry Potter, I've read every book in the series, do you like fantasy novels at all?  Apprentice: I do like some fantasy novels myself. I've never read Harry Potter though. Who writes the books for him again? I forget  Wizard: J.K. Rowling, she's real famous in america, although it's highly debated whether there are occult or religious connotations to her works  Apprentice: Oh really? That's pretty interesting. When did Rowling start the series? I've heard of the series since I was in elementary. Has to have been a long time.",<pad> Harry Potter is a series of books written by J.K. Rowling.</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The maximum score is 300, which is achieved by getting 12 strikes in a row. Conversation:  Wizard: I love bowling! I always try to knock all the pins down to get a strike :) do you go bowling?  Apprentice: I love to bowl! Do you go often?  Wizard: I go at least a few times a month :) All the times I've been bowling though, I've only got one ""turkey"" getting 3 strikes in a row.  Apprentice: I have never heard that term! That",<pad> Wizard loves bowling. He goes bowling at least a few times a month.
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The team with the most points at the end of a game wins. Conversation:  Wizard: I love to watch American football, also known as gridiron.  Apprentice: I have never really understood the sport that well, but I know the basics.  Wizard: It's not hard to get. The offense, or the team controlling the ball, attempts to advance down the field by running with and passing the ball while the defense tries to stop them.  Apprentice: I get that part, but when others yell, boo, hiss, and curse at a play that was made, I don't get it. I also don't know what a safety is.",<pad> Wizard: I'm not sure what a safety is.</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The word ""ski"" is one of a handful of words Norway has exported to the international community. Conversation:  Wizard: I enjoy skiing in northern Finland and Sweden!  Apprentice: That sounds like fun! I don't know a whole lot about skiing. Do you?  Wizard: Yeah! It's a recreational activity and a competitive winter sport for gliding on snow. Have you ever been?  Apprentice: I've never done it, but I'd love to! What's the best months to go skiing?",<pad> Wizard: I enjoy skiing in northern Finland and Sweden. It's a recreational activity and
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: Competitive routines typically range anywhere from one to three minutes, and contain components of tumbling, dance, jumps, cheers, and stunting. Conversation:  Apprentice: What do you think about cheerleaders?  I was a cheerleader in highschool!  Wizard: Yes I think it's cool and some of my male friends did it in college for the intense physical activity. .   Apprentice: Yes, people don't realize how physical it is.  they think it is just yelling a cheer but it is alot more than that",<pad> Apprentice: I think it's cool. Some of my male friends did it in college for
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: The album has sold approximately 30 million copies worldwide, including 18 million units in the United States, making it the best-selling debut album of all time in the US, as well as the eleventh best-selling album in the United States. Conversation:  Wizard: Guns N' Roses is my favorite rock band! Have you heard of them? They're from Los Angeles, California.  Apprentice: Tell me more  Wizard: You've probably heard a few songs off their debut album, Appetite for Destruction. Their only number one song, Sweet Child o' Mine came from that album.  Apprentice: Yes I have when was the band formed","<pad> Wizard: They were formed in Los Angeles, California in 1984. Their debut album, Appetit"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: It is the second largest island in the British Isles, after Great Britain. Conversation:  Apprentice: Hi! I'm such a big fan of Ireland it's my absolute favorite  Wizard: It's the third largest island in Europe  Apprentice: That's really cool! Do you know the population in Ireland?","<pad> Apprentice: Yes, it's the third largest island in Europe.</s>"
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy. Conversation:  Apprentice: My favorite color is green! It represents all things natural in this world.   Wizard: Oh yes, you can see a lot of green in nature. Green is between blue and yellow on the color  spectrum.  Apprentice: That's true! What is your favorite color",<pad> Wizard: Blue.</s>
"Given the knowledge and the conversation, write the next turn of the conversation. Knowledge: By contrast, a pullover does not open in front but must be ""pulled over"" the head to be worn. Conversation:  Apprentice: hello  i wear cardigans because i think it makes me look more cultured  Wizard: Me too, I like the more modern versions of cardigans that have no buttons and the ones that hang open, Do you have a favorite colored cardigan?   Apprentice:  my favorite cardigan right now  is a beige one",<pad> Apprentice wears cardigans because they make her look more cultured. Wizard likes the
