,episode_idx,topic,round,message,response,knowledge,gold,Q2
151,151,Discovery Channel,3,"what? no way, there is a channel just for that. what are some of the shows on there/",Discovery is an American cable channel that has Science and Nature based shows on it. Do you,"Reality television is a genre of television programming that documents supposedly unscripted real-life situations, and often features an otherwise unknown cast of individuals who are typically not professional actors, although in some shows celebrities may participate.","Discovery Channel runs shows like ""unsolved history"" and ""deadliest catch."" Some are reality shows. Do you like reality Tv?",0.0
154,154,American football,4,oh in canada too?,"Wizard: Yes, it is in Canada too.","American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.","Yep, football is really popular in Canada.",0.0
155,155,Elvis Presley,3,Did he hit a platinum record?,"Elvis Presley was from Tupelo Mississippi, and moved to Memphis Tennessee at age 13 ","Fontana joined to complete the lineup of Presley's classic quartet and RCA Victor acquired his contract in a deal arranged by Colonel Tom Parker, who would manage the singer for more than two decades.","Yes, many of them! He is one of the most famous recording artists of all time with many chart-topping records",0.0
157,157,Irish coffee,4,"That is really, really, interesting. What a smart decision by him, as I'm sure many people would have requested that. Anything else that would make it sound yummy?",Wizard: Well it is supposedly invented by Joe Sheridan who was the head chef at,"""Irish coffee"" is also sometimes used colloquially to refer to any alcoholic coffee drink.",Well it was brought to the US by Stanton Delaplane who drank it too much and passed out one night. ,0.0
158,158,Genghis Khan,3,How did he started his empire ?,"He founded the Empire and was proclaimed ""Genghis Khan"", he launched the Mon","After founding the Empire and being proclaimed ""Genghis Khan"", he launched the Mongol invasions that conquered most of Eurasia.","Very interesting, his strategy was by uniting all the  nomadic tribes of  Northeast Asia",0.5
161,161,Kendrick Lamar,4,"I know a few rappers, Eminem, 50 cents, who is your favorite rapper besides, Kendrick Lamar?",Wizard: Kendrick Lamar. He is my favorite rapper.,"In 1994, she was discovered by fellow rapper The Notorious B.I.G., who invited her to join his rap group Junior M.A.F.I.A.","While I also love Eminem, particulalry his 2000s work, I prefer Childish Gambino's current take on American social issues within his music.",0.0
164,164,Guns N' Roses,4,That first album was the best selling debut album of any band I believe it sold about 30 million copies,Wizard: I love Guns N' Roses. Do you know any of their songs?,no_passages_used,"Yea, they've releases 6 studio albums with more than 100 million record sales worldwidE!",0.0
166,166,Elvis Presley,4,So sad that such a talent left so early. Do you happen to know what his first big seller was?,"""Heartbreak Hotel""","Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.","Well his music career really started in 1954 at Sun Records, where he wanted to bring the sound of African American music to a wider audience.",0.0
168,168,Hot dog,3,"I understand. I prefer kosher all-beef franks that are steamed. I love to add onions, mustard, and relish.",Apprentice: What is a chile con carne? Wizard: It's a,"It is a hot dog wrapped in mesquite-smoked bacon, cooked on a grill or on a griddle or comal, then topped with pinto beans, onions, tomatoes, mayonnaise, mustard and jalapeño salsa or sauce, and served on a bolillo roll, often with a side of fresh-roasted chili pepper.","*Exactly*. Quality counts! I do remember loving chili dogs as a kid -- chili, cheese...but no onions!",0.0
170,170,American football,4,Ok buddy. Now in 2018 world cup in which rank they are playing,American football is the best known form worldwide.,"Rugby union, commonly known in most of the world as rugby, is a contact team sport which originated in England in the first half of the 19th century.","Don't get it twisted! Conventional football is different from A.F,called soccer in the US .is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end. ",0.0
171,171,Broken heart,3,"Yeah, it's pretty bad. I thought things were going well, but I guess I was wrong. Have you ever gone through that? Any advice?",Apprentice: I've been in a relationship and it's been really hard.,"The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.",The pain of a broken heart is believed to be part of the survival instinct. It will get better with time.,0.0
175,175,Bodybuilding supplement,4,Were there any other herbal uses?,Wizard: A lot of herbal concoctions were used to help with strength and stamin,"He left Prussia in 1885 to avoid military service and traveled throughout Europe, becoming a circus athlete and adopting Eugen Sandow as his stage name.",I'm not really sure. Bodybuilding has been around for a long time. Eugen Sandow was the first in the West.,0.0
178,178,Motivation,4,"How do you mean? Do you have an example, as I really need motivating sometimes.","Wizard: Well, I think that motivation is a very important thing. It is the way","According to Maehr and Meyer, ""Motivation is a word that is part of the popular culture as few other psychological concepts are.""",You need to find a motive for motivation. A motive prompts someone to act a certain way. ,0.0
179,179,The Walking Dead (TV series),3,I like Sci Fi shows and this is more post apocalyptic zombies called walkers. It took me awhile to get into it.,"Rick Grimes is a fictional character and the protagonist in the comic book series ""The","Rick Grimes is a fictional character and the protagonist in the comic book series ""The Walking Dead"" and the television series of the same name, portrayed by Andrew Lincoln.",It has been around for a while. It started airing on halloween 2010. It also shows internatioanlly on fox,0.6
182,182,Elvis Presley,4,Cool! Yeah I've heard a few of his songs but I don't know much about him. Do you know his most famous song was?,"Elvis Presley's music career began there in 1954, recording at Sun Records with producer Sam","His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience.","More so, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".",0.8095238095238095
