,episode_idx,topic,round,message,response,knowledge,gold,Q2
104,104,Motivation,4,"How old are you? My son has ADHD and the older he got it did get better, but he still as a teen has trouble.",Robinson was successful despite the obstacle of racism. A favorite Robinson anecdot,"Every country aims to provide basic education, but the systems and terminology remain unique to them.",I am 24.  When did his symptoms appear?  Were they before the age of twelve?  Did they last longer than six months?,0.0
106,106,Bowling,4,Only once and it was ten years ago.,"Alice Hamilton, the second child of Montgomery Hamilton (1843-1909) and Gertrude (","The most common types of pin bowling include ten-pin, nine-pin, candlepin, duckpin and five-pin bowling, while in target bowling, bowls, skittles, kegel, bocce, carpet bowls, pétanque, and boules, both indoor and outdoor varieties are popular.",That's amazing! The best thing I have ever gotten was a turkey or 3 consecutive strikes.,0.0
108,108,Bowling,3,"Yes, please!! I know you roll a ball down an alley to knock over pins. Do I have to hit them all the first time or do I get to try again?",Borg ranks sixth in the list of male tennis players who have won the most Grand Slam single,It is one of the major forms of throwing sports.,Well objective of bowling is to score the highest pinfall by knocking down as many of the pins as possible so its pretty easy. Dont stress out about it. ,0.0
109,109,Accounting,3,"Yes, an old and noble profession, haha! What kind of engineering do you do?",The breakfast show from January 2005 through to November 2007,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.","I'm into computer engineering, so anything hardware and software related really. Also I know that ""accounting"" and ""financial reporting"" are used as synonyms, but are they any different?",0.0
110,110,Archery,3,"I see, when did archery originate? ","After Michael Davies, one of January Thirst's original vocalists, quit in","The word comes from the Latin ""arcus"".",The use of Bow and Arrows as date as far back as Paleolithic or early Mesolithic periods.,0.0
111,111,Motivation,3,Yeah I recently started leaving messages for my girlfriend and she loves them,"Johnny & Associates announced the group's debut on September 15, 1999 through a press conference","Praise refers to positive evaluations made by a person of another's products, performances, or attributes, where the evaluator presumes the validity of the standards on which the evaluation is based.",You can really reinforce positive behavior by staying motivated ,0.0
112,112,Cardigan (sweater),4,So buttons mean robe and ties mean cardigan? So they're very similar to one another!,"After she presented him with a tribute award at the World Music Awards in 2006, Bey","Coco Chanel is credited with popularizing cardigans for women because ""she hated how tight-necked men’s sweaters messed up her hair when she pulled them over her head.""",Actually the opposite. Cardigans have buttons but they are indeed a very similar garment.,0.0
113,113,Irish coffee,3,"Oh yes, Irish coffee is a great mix between the two. It is usually topped with a thick cream which I love.","Duane Allman was born on November 20, 1946, in Nashville, Tennessee.",The coffee is drunk through the cream.,"Yea I know that one has to add hot coffee, Irish whiskey, and sugar then a very thick cream ",0.0
115,115,Bee,4,What happens if you get stung?,He will be very ill,"A location where bees are kept is called an apiary or ""bee yard.""","Well without medical attention I don't make it. I can't even eat honey, because of the pollen that is used as food for the bee larvae.",0.0
117,117,Kendrick Lamar,3,"I didn't know he had a different name at first, that's cool. Do you have a favorite Kendrick Lamar album?""",Anggun was born and raised in Jakarta to a native Indonesian family. She is,"By that time, he had amassed a large online following and collaborated with several prominent artists in the hip hop industry, including The Game, Busta Rhymes, and Snoop Dogg.","No, I don't really listen to that genre. I have heard the song HiiiPoWeR though from his first album.",0.0
118,118,Accounting,3,"Yah, I am pretty good at math, I do a lot of computer science and work with a lot of math there. I would love to learn more about how to create basic accounting documents",L. Frank Baum,"In financial accounting, a balance sheet or statement of financial position is a summary of the financial balances of an individual or organization, whether it be a sole proprietorship, a business partnership, a corporation, private limited company or other organization such as Government or not-for-profit entity.",Then you are on the right path to become and accountant or a  Practitioner of accounting,0.0
119,119,Cycling,3,I ride for transportation.,The Carol Burnett Show,"Apart from two-wheeled bicycles, ""cycling"" also includes the riding of unicycles, tricycles, quadracycles, recumbent and similar human-powered vehicles (HPVs).","People who cycle are called ""bikers"" or"" cyclists""",0.0
120,120,Dog training,4,What methods do you use to train them? I have a dog who needs to be trained!,Breitbart launched his first website as a news site; it is often linked to,"Some of the better known dog training procedures include the Koehler method, clicker training, motivational training, electronic training, model-rival training, dominance-based training, and relationship-based training.",Classical condition is forming an association between two stimuli and non-associative is where behavior is modified through habituation.  Also operant where they learn to form an association an action and its consequence,0.0
121,121,The Walking Dead (TV series),4,"A comic? I had no idea! I don't care for comics much, but my nephew loves them!",Walsh is active in charity work and has performed in a number of concerts to raise money for,The Walking Dead is an ongoing black-and-white comic book series created by writer Robert Kirkman and artist Tony Moore.,"Yep, the comics it was based on were written by Robert Kirkman, who also has a lot of control over the TV show and has written several episodes.",0.0
122,122,American football,3,Yea since other countries use football for what we call soccer.,Jeffries began his career working with Erskine Tate and his Vendome Orchestra,The team with the most points at the end of a game wins.,"Yes, it is usually a two team sports played by 11 players",0.0
123,123,Broken heart,3,He lost his girlfriend to cancer,Sri Aurobindo dedicated himself to his spiritual and philosophical pursuits.,"The emotional ""pain"" of a broken heart is believed to be part of the survival instinct.","Emotional pain from a broken heart can cause ""broken heart syndrome"" if it gets sever enough. Hes going to need a lot of support.",0.0
124,124,American football,3,"yep i do to, a great sport","The Mystic Knights of the Oingo Boingo, formed in late 1972","The Ohio State Buckeyes football team is a college football team that competes as part of the NCAA Division I Football Bowl Subdivision, representing Ohio State University in the East Division of the Big Ten Conference.",I played offense. I helped them try to advance the ball.,0.0
