,id,response,cand,question,knowledge,knowledge_ans,score
123,40,Hingis helped Sabine Lisicki during the 2014 Australian Open. She participated in,the 2014 Australian Open,When did Hingis help Sabine Lisicki?,"In subtractive color systems, used in painting and color printing, it is created by a combination of yellow and blue, or yellow and cyan; in the RGB color model, used on television and computer screens, it is one of the additive primary colors, along with red and blue, which are mixed in different combinations to create all other colors.",[CLS],0.0
124,41,"yes, he did.",NO_Q,NO_Q,"In the United States, Medicare is a single-payer, national social insurance program administered by the U.S. federal government since 1966, currently using about 30–50 private insurance companies across the United States under contract for administration.",NO_Q,-1.0
125,42,"Galbraith was born on October 15, 1908, to Canadians of Scottish descent,","October 15, 1908",When was Galbraith born?,"The band went through a few drummer changes between 1995 and 2005, achieving its current lineup when Adair replaced drummer Ryan Vikedal.",[CLS],0.0
126,42,"Galbraith was born on October 15, 1908, to Canadians of Scottish descent,",Canadians,Who was Galbraith's parents?,"The band went through a few drummer changes between 1995 and 2005, achieving its current lineup when Adair replaced drummer Ryan Vikedal.",[CLS],0.0
127,42,"Galbraith was born on October 15, 1908, to Canadians of Scottish descent,",Scottish,What nationality was Galbraith?,"The band went through a few drummer changes between 1995 and 2005, achieving its current lineup when Adair replaced drummer Ryan Vikedal.",[CLS],0.0
128,42,"Galbraith was born on October 15, 1908, to Canadians of Scottish descent,",Galbraith,"Who was born on October 15, 1908?","The band went through a few drummer changes between 1995 and 2005, achieving its current lineup when Adair replaced drummer Ryan Vikedal.",[CLS],0.0
129,42,"Galbraith was born on October 15, 1908, to Canadians of Scottish descent,",October,What month was Galbraith born?,"The band went through a few drummer changes between 1995 and 2005, achieving its current lineup when Adair replaced drummer Ryan Vikedal.",[CLS],0.0
130,43,"No, he was made a wizard by his mother.",he,Who was made a wizard by his mother?,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,[CLS],0.0
131,43,"No, he was made a wizard by his mother.",a wizard,What was he made of by his mother?,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,[CLS],0.0
132,43,"No, he was made a wizard by his mother.",his mother,Who made him a wizard?,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,[CLS],0.0
133,44,Salk asked Salk to find out if there were more types of polio than,Salk,Who asked Salk to find out if there were more types of polio?,"A well-known variant of ""tweening"" is the power stroker.",[CLS],0.0
134,44,Salk asked Salk to find out if there were more types of polio than,polio,Salk wanted to know if there were more types of what disease?,"A well-known variant of ""tweening"" is the power stroker.","""tweening""",0.0
135,45,"Mayer created the ""Back to You"" Fund, a nonprofit organization that focuses on",Mayer,"Who created the ""Back to You"" Fund?","A motive is what prompts the person to act in a certain way, or at least develop an inclination for specific behavior.",[CLS],0.0
136,45,"Mayer created the ""Back to You"" Fund, a nonprofit organization that focuses on",a nonprofit organization,"What is the ""Back to You"" Fund?","A motive is what prompts the person to act in a certain way, or at least develop an inclination for specific behavior.",[CLS],0.0
137,46,"Kelis began recording her debut album, Kaleidoscope, in mid-1998 and was",Kelis,Who recorded her debut album?,All-star teams competing prior to 1987 were placed into the same divisions as teams that represented schools and sports leagues.,[CLS],0.0
138,46,"Kelis began recording her debut album, Kaleidoscope, in mid-1998 and was",Kaleidoscope,What was the name of Kelis's debut album?,All-star teams competing prior to 1987 were placed into the same divisions as teams that represented schools and sports leagues.,[CLS],0.0
139,46,"Kelis began recording her debut album, Kaleidoscope, in mid-1998 and was",mid-1998,When did Kelis begin recording her debut album?,All-star teams competing prior to 1987 were placed into the same divisions as teams that represented schools and sports leagues.,[CLS],0.0
140,47,The Music Band,The Music Band,What is the name of the band?,Instagram lets registered users upload photos or videos to the service.,[CLS],0.0
141,48,"Rosa Ponselle made her Metropolitan Opera debut on November 15, 1918, just a few days",Rosa Ponselle,Who made her Metropolitan Opera debut?,"Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.",[CLS],0.0
142,48,"Rosa Ponselle made her Metropolitan Opera debut on November 15, 1918, just a few days",Metropolitan Opera,Where did Rosa Ponselle make her debut?,"Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.",[CLS],0.0
143,48,"Rosa Ponselle made her Metropolitan Opera debut on November 15, 1918, just a few days","November 15, 1918",When did Rosa Ponselle make her Metropolitan Opera debut?,"Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.",[CLS],0.0
144,48,"Rosa Ponselle made her Metropolitan Opera debut on November 15, 1918, just a few days",November,What month did Rosa Ponselle make her debut at the Metropolitan Opera?,"Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.",[CLS],0.0
145,49,"no, it's very different.",NO_Q,NO_Q,"Following the end in 1853 of Japan's self-imposed isolation, the flow of loanwords from European languages increased significantly.",NO_Q,-1.0
146,50,"Theodore Roosevelt Jr. was born on October 27, 1858, at East 20th Street",Theodore Roosevelt Jr.,"Who was born on October 27, 1858?","After several decades producing commercial pigments, Binney & Smith produced their first crayon, the black Staonal Marking Crayon, in 1902.",[CLS],0.0
147,50,"Theodore Roosevelt Jr. was born on October 27, 1858, at East 20th Street","October 27, 1858",When was Theodore Roosevelt Jr. born?,"After several decades producing commercial pigments, Binney & Smith produced their first crayon, the black Staonal Marking Crayon, in 1902.",[CLS],0.0
148,50,"Theodore Roosevelt Jr. was born on October 27, 1858, at East 20th Street",October,What month was Roosevelt Jr. born?,"After several decades producing commercial pigments, Binney & Smith produced their first crayon, the black Staonal Marking Crayon, in 1902.",[CLS],0.0
149,50,"Theodore Roosevelt Jr. was born on October 27, 1858, at East 20th Street",East 20th Street,Where was Roosevelt born?,"After several decades producing commercial pigments, Binney & Smith produced their first crayon, the black Staonal Marking Crayon, in 1902.",[CLS],0.0
150,51,The British people originated in Scotland.,British,Which people originated in Scotland?,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",[CLS],0.0
151,51,The British people originated in Scotland.,Scotland,Where did the British people originate?,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",[CLS],0.0
152,51,The British people originated in Scotland.,The British people,Who originated in Scotland?,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",[CLS],0.0
153,52,The album peaked at 19 on the Billboard 200 and featured none.,19,What was the peak number of the album on the Billboard 200?,"In North America, the species is widely distributed east of the Rocky Mountains, but elsewhere, it is mostly replaced by the black-tailed or mule deer (""Odocoileus hemionus"").",[CLS],0.0
154,52,The album peaked at 19 on the Billboard 200 and featured none.,none,How many songs were on the album?,"In North America, the species is widely distributed east of the Rocky Mountains, but elsewhere, it is mostly replaced by the black-tailed or mule deer (""Odocoileus hemionus"").",[CLS],0.0
155,53,"Diplo was born on November 10, 1978, in Tupelo, Mississippi, the son of",Diplo,What was the name of Diplo's son?,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,[CLS],0.0
156,53,"Diplo was born on November 10, 1978, in Tupelo, Mississippi, the son of","November 10, 1978",When was Diplo born?,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,[CLS],0.0
157,53,"Diplo was born on November 10, 1978, in Tupelo, Mississippi, the son of",Tupelo,Diplo was born in what city?,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,[CLS],0.0
